text,label
tv quality is excellent just installation takes to much time almost 22 days to be completed after delivery other wise everything great,2
good ahd fast delivery,2
fittttt and brand,2
wastage of money,1
cooler body is very weak,0
is good,2
not working since first dayreturned,0
looks beautiful charges my phone quite fast but only which supports fast charging charges other phones efficiently as well,2
good to work,2
third classworst qualitydont buy,1
its oky,1
good product but this not support telugu language,1
very bad product color quality is bad so duffy color,0
no long time usenot work after 3 month,0
it was nice product and available in affordable price in diwali sells thanks flipkart,2
nice and fragrance also very good,2
simple product,1
very bad quality dont waste of money,0
light quality was very cheap i dont accept this quality,0
it was tightly fit to the no they provided,2
its ok for bigger,1
very bad product and service by company,0
very poor experience mixer motor broken inside how is it possible,0
looking wise nice but not good quality clothes,1
came well as mentioned in the details no damaged and capacity is absolutely 2 l,2
as shown in description at launching and when its seen in real the build quality is good even the sound quality is good and clear but the battery backup is so bad even if we charge for 2hr then it will play on for 30 min so i dont like the battery backup,0
good thanks filipkart,2
approx 75 seeds are germinate you can try it,1
quality is okay,1
product was perfectly packed and safely delivered only the colour was different from the preview shown,2
size is soo small,1
storage space okquality is very poor,0
cooler is good but very dirty smell,0
first of all the delivery has been on time and perfect many people believe that they may give fake products but the one i got is perfectly alright and fine i was worried that m2 is available when the time im purchasing it and its been 18months old but dont hesitate go with itpros the performance is next level battery life the best in industry easily it can come 1 day the display is the best out there and many more cons there are no cons but the only thing is its a too sma,2
